source_doc,element,index,text
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1792,f651b_8 | 1791 | how much money did your family pay for your medical care last year? | Ordinal | F12
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1800,f721_8 | 1799 | mother's age if alive | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1802,f722_8 | 1801 | mother's age at death | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1804,f73_8 | 1803 | respondent's age at mother's death | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1806,f74_8 | 1805 | how many years did your mother attend school? | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1810,f821_8 | 1809 | father's age if alive | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1812,f822_8 | 1811 | father's age at death | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1814,f83_8 | 1813 | respondent's age at father's death | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1816,f84_8 | 1815 | father's main occupation before age 60 | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1822,f86_8 | 1821 | years of schooling your father received | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1827,f91_8 | 1826 | birth order of respondent | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1829,f92a1_8 | 1828 | birth order of the sibling | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1832,"f92a4_8 | 1831 | sibling's age at present if alive, or age at death if died | Ordinal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1836,f92b1_8 | 1835 | birth order of the sibling | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1839,"f92b4_8 | 1838 | sibling's age at present if alive, or age at death if died | Ordinal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1843,f92c1_8 | 1842 | birth order of the sibling | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1846,"f92c4_8 | 1845 | sibling's age at present if alive, or age at death if died | Ordinal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1850,f92d1_8 | 1849 | birth order of the sibling | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1853,"f92d4_8 | 1852 | sibling's age at present if alive, or age at death if died | Ordinal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1857,f92e1_8 | 1856 | birth order of the sibling | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1860,"f92e4_8 | 1859 | sibling's age at present if alive, or age at death if died | Ordinal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1864,f92f1_8 | 1863 | birth order of the sibling | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1867,"f92f4_8 | 1866 | sibling's age at present if alive, or age at death if died | Ordinal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1871,f92g1_8 | 1870 | birth order of the sibling | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1874,"f92g4_8 | 1873 | sibling's age at present if alive, or age at death if died | Ordinal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1878,f92h1_8 | 1877 | birth order of the sibling | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1881,"f92h4_8 | 1880 | sibling's age at present if alive, or age at death if died | Ordinal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1885,f92i1_8 | 1884 | birth order of the sibling | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1888,"f92i4_8 | 1887 | sibling's age at present if alive, or age at death if died | Ordinal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1892,f92j1_8 | 1891 | birth order of the sibling | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1895,"f92j4_8 | 1894 | sibling's age at present if alive, or age at death if died | Ordinal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1898,jige_8 | 1897 | number of siblings alive who are 80+ years old | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1903,f101_8 | 1902 | age at first birth | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1905,f102_8 | 1904 | age at last birth | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1906,"f103_8 | 1905 | number of children, including deceased and non-biological children | Ordinal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1911,"f103a3_8 | 1910 | the 1st child's age at present if alive, or the age the child would be if s/he w | Ordinal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1919,"f103b3_8 | 1918 | the 2nd child's age at present if alive, or the age the child would be if s/he w | Ordinal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1927,"f103c3_8 | 1926 | the 3rd child's age at present if alive, or the age the child would be if s/he w | Ordinal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1935,"f103d3_8 | 1934 | the 4th child's age at present if alive, or the age the child would be if s/he w | Ordinal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1943,"f103e3_8 | 1942 | the 5th child's age at present if alive, or the age the child would be if s/he w | Ordinal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1951,"f103f3_8 | 1950 | the 6th child's age at present if alive, or the age the child would be if s/he w | Ordinal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1959,"f103g3_8 | 1958 | the 7th child's age at present if alive, or the age the child would be if s/he w | Ordinal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1967,"f103h3_8 | 1966 | the 8th child's age at present if alive, or the age the child would be if s/he w | Ordinal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1975,"f103i3_8 | 1974 | the 9th child's age at present if alive, or the age the child would be if s/he w | Ordinal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1983,"f103j3_8 | 1982 | the 10th child's age at present if alive, or the age the child would be if s/he | Ordinal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1991,"f103k3_8 | 1990 | the 11th child's age at present if alive, or the age the child would be if s/he | Ordinal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1999,"f103l3_8 | 1998 | the 12th child's age at present if alive, or the age the child would be if s/he | Ordinal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,2007,"f103m3_8 | 2006 | the 13th child's age at present if alive, or the age the child would be if s/he | Ordinal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,2024,f12a_8 | 2023 | how much did you receive from your son(s) or daughter(s)-in-law last year? | Ordinal | F12
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,2025,f12b_8 | 2024 | how much did you receive from your daughter(s) or son(s)-in-law last year? | Ordinal | F12
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,2026,f12c_8 | 2025 | how much did you receive from your grandchild(ren) last year? | Ordinal | F12
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,2028,f13a_8 | 2027 | how much did you give to your son(s) or daughter(s)-in-law last year? | Ordinal | F12
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,2029,f13b_8 | 2028 | how much did you give to your daughter(s) or son(s)-in-law last year? | Ordinal | F12
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,2030,f13c_8 | 2029 | how much did you give to your grandchild(ren)in last year? | Ordinal | F12
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,2088,g131_8 | 2087 | # of times suffering from serious illness within the past two years | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,2092,"g14a2_8 | 2091 | 1st time, number of days in hospital or bedridden | Ordinal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,2096,"g14b2_8 | 2095 | 2nd time, number of days in hospital or bedridden | Ordinal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,2100,"g14c2_8 | 2099 | last time, days in hospital or bedridden | Ordinal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,2199,d8vyear | 2198 | validated year of death of the sampled person | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,2200,d8vmonth | 2199 | validated month of death of the sampled person | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,2201,d8vday | 2200 | validated day of death of the sampled person | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,2202,d8resid | 2201 | category of residence of the deceased elder at the 2005 survey | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,2203,d8sex | 2202 | sex of the deceased person | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,2204,d8marry | 2203 | marital status of the deceased elder at death | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,2205,d8livarr | 2204 | primary living arrangement of the deceased elder in the last year of life | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,2208,d8gener | 2207 | number of generations living in the household when the elderly died | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,2209,d8dplace | 2208 | place of death | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,2212,d8pcgday | 2211 | number of days cared for the deceased by primary caregiver in the last month of | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,2214,d8bedday | 2213 | days of being bedridden before dying | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,2217,d8diday1 | 2216 | days suffering from such disease at the first time | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,2219,d8diday2 | 2218 | days suffering from such disease at the second time | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,2221,d8diday3 | 2220 | days suffering from such disease at the last time | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,2244,d8income | 2243 | yearly per capita income of the family of the deceased elder | Ordinal | F12
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,2245,d8wcfaci | 2244 | family had toilet facility before the elder died | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,2246,d8tapwat | 2245 | family had tap water facility before the elder died | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,2247,d8bathfa | 2246 | family had bath facility before the elder died | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,2248,d8heater | 2247 | family had heater before the elder died | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,2249,d8tvset | 2248 | family had tv before the elder died | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,2250,d8washma | 2249 | family had washing machine before elder died | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,2251,d8phone | 2250 | family had telephone before the elder died | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,2252,"d8doctor | 2251 | if the deceased elder lived in rural, was there a doctor in the village? | Ordinal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,2253,d8licdoc | 2252 | did the village doctor have a license? | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,2254,d8whopay | 2253 | who mainly paid the medical cost for the deceased elder? | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,2256,"d8medcos | 2255 | total medical cost (in yuan, rmb) in the last year of the life | Ordinal | F12"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,2259,d8batday | 2258 | days lasted if bathing functioning disabled or partially disabled | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,2261,d8dreday | 2260 | days lasted if dressing functioning disabled or partially disabled | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,2263,d8toiday | 2262 | days lasted if toileting functioning disabled or partially disabled | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,2265,d8movday | 2264 | days lasted if indoor transferring functioning disabled or partially disabled | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,2267,d8conday | 2266 | days lasted in incontinence | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,2269,d8feeday | 2268 | days lasted if can't feed self | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,2270,d8fullda | 2269 | days the deceased perosn needing full care before dying | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,2272,d8dircst | 2271 | total direct cost for caregiving in the last month of life | Ordinal | F12
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,2275,d8outdor | 2274 | days the elder could not get outdoor to chat before dying | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,2276,d8actday | 2275 | number of days being bedridden longer than that of activities before dying | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,2278,d8smktim | 2277 | number of times smoked a day on average | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,2279,d8drink | 2278 | did the deceased elder drink since the last interview? | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,2281,d8drkmch | 2280 | how much (liang) did the elder drink every day since last interview? | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,2282,d8advdir | 2281 | whether did the deceased elderly tell the family about his/her death and related | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,2283,"d8dirday | 2282 | if yes, how many days did she/he tell the family before her/his death | Ordinal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,2284,d8dream | 2283 | whether did the deceased elderly have some dreams about the death before dying? | Ordinal | F8
